;municipio;codEstacao;Dia;PrecD;Acumulado 3 dias
1879;JABOATÃO DOS GUARARAPES;260790102A;20;0,4;
1880;JABOATÃO DOS GUARARAPES;260790102A;21;0,2;
1881;JABOATÃO DOS GUARARAPES;260790102A;22;5,32;
1882;JABOATÃO DOS GUARARAPES;260790102A;23;4,53;
1883;JABOATÃO DOS GUARARAPES;260790102A;24;0,6;
1884;JABOATÃO DOS GUARARAPES;260790102A;25;4,94;
1885;JABOATÃO DOS GUARARAPES;260790102A;26;28,08;
1886;JABOATÃO DOS GUARARAPES;260790102A;27;8,25;
1887;JABOATÃO DOS GUARARAPES;260790102A;28;4,93;
1888;JABOATÃO DOS GUARARAPES;260790102A;29;0;
1889;JABOATÃO DOS GUARARAPES;260790102A;30;0;
1890;JABOATÃO DOS GUARARAPES;260790102A;31;0;
1891;JABOATÃO DOS GUARARAPES;260790103A;1;10,08;
1892;JABOATÃO DOS GUARARAPES;260790103A;2;11,03;
1893;JABOATÃO DOS GUARARAPES;260790103A;3;0,4;
1894;JABOATÃO DOS GUARARAPES;260790103A;4;0;
1895;JABOATÃO DOS GUARARAPES;260790103A;5;0;
1896;JABOATÃO DOS GUARARAPES;260790103A;6;1;
1897;JABOATÃO DOS GUARARAPES;260790103A;7;10,46;
1898;JABOATÃO DOS GUARARAPES;260790103A;8;0,79;
1899;JABOATÃO DOS GUARARAPES;260790103A;9;0,2;
1900;JABOATÃO DOS GUARARAPES;260790103A;10;0;
1901;JABOATÃO DOS GUARARAPES;260790103A;11;0;
1902;JABOATÃO DOS GUARARAPES;260790103A;12;0;
1903;JABOATÃO DOS GUARARAPES;260790103A;13;1,59;
1904;JABOATÃO DOS GUARARAPES;260790103A;14;2,39;
1905;JABOATÃO DOS GUARARAPES;260790103A;15;0;
1906;JABOATÃO DOS GUARARAPES;260790103A;16;0;
1907;JABOATÃO DOS GUARARAPES;260790103A;17;1,58;
1908;JABOATÃO DOS GUARARAPES;260790103A;18;11,44;
1909;JABOATÃO DOS GUARARAPES;260790103A;19;25,81;
1910;JABOATÃO DOS GUARARAPES;260790103A;20;0;
1911;JABOATÃO DOS GUARARAPES;260790103A;21;0,4;
1912;JABOATÃO DOS GUARARAPES;260790103A;22;5,13;
1913;JABOATÃO DOS GUARARAPES;260790103A;23;4,53;
1914;JABOATÃO DOS GUARARAPES;260790103A;24;0,6;
1915;JABOATÃO DOS GUARARAPES;260790103A;25;5,53;
1916;JABOATÃO DOS GUARARAPES;260790103A;26;24,18;
1917;JABOATÃO DOS GUARARAPES;260790103A;27;6,69;
1918;JABOATÃO DOS GUARARAPES;260790103A;28;3,36;
1919;JABOATÃO DOS GUARARAPES;260790103A;29;0;
1920;JABOATÃO DOS GUARARAPES;260790103A;30;0;
1921;JABOATÃO DOS GUARARAPES;260790103A;31;0,2;
1922;JABOATÃO DOS GUARARAPES;260790104A;1;2,79;
1923;JABOATÃO DOS GUARARAPES;260790104A;2;5,31;
1924;JABOATÃO DOS GUARARAPES;260790104A;3;0,4;
1925;JABOATÃO DOS GUARARAPES;260790104A;4;0;
1926;JABOATÃO DOS GUARARAPES;260790104A;5;0,4;
1927;JABOATÃO DOS GUARARAPES;260790104A;6;1,37;
1928;JABOATÃO DOS GUARARAPES;260790104A;7;9,42;
1929;JABOATÃO DOS GUARARAPES;260790104A;8;0,4;
1930;JABOATÃO DOS GUARARAPES;260790104A;9;0,2;
1931;JABOATÃO DOS GUARARAPES;260790104A;10;17,66;
1932;JABOATÃO DOS GUARARAPES;260790104A;11;6,64;
1933;JABOATÃO DOS GUARARAPES;260790104A;12;3,36;
1934;JABOATÃO DOS GUARARAPES;260790104A;13;3,36;
1935;JABOATÃO DOS GUARARAPES;260790104A;14;6,14;
1936;JABOATÃO DOS GUARARAPES;260790104A;15;5,94;
1937;JABOATÃO DOS GUARARAPES;260790104A;16;3,18;
1938;JABOATÃO DOS GUARARAPES;260790104A;17;4,14;
1939;JABOATÃO DOS GUARARAPES;260790104A;18;27,49;
1940;JABOATÃO DOS GUARARAPES;260790104A;19;30,67;
1941;JABOATÃO DOS GUARARAPES;260790104A;20;1,18;
1942;JABOATÃO DOS GUARARAPES;260790104A;21;77,62;
1943;JABOATÃO DOS GUARARAPES;260790104A;22;12,48;
1944;JABOATÃO DOS GUARARAPES;260790104A;23;4,14;
1945;JABOATÃO DOS GUARARAPES;260790104A;24;0;
1946;JABOATÃO DOS GUARARAPES;260790104A;25;0;
1947;JABOATÃO DOS GUARARAPES;260790104A;26;0;
1948;JABOATÃO DOS GUARARAPES;260790104A;27;0;
1949;JABOATÃO DOS GUARARAPES;260790104A;28;0;
1950;JABOATÃO DOS GUARARAPES;260790104A;29;0;
1951;JABOATÃO DOS GUARARAPES;260790104A;30;0;
1952;JABOATÃO DOS GUARARAPES;260790104A;31;0;
1953;JABOATÃO DOS GUARARAPES;260790106A;1;15,76;
1954;JABOATÃO DOS GUARARAPES;260790106A;2;8,09;
1955;JABOATÃO DOS GUARARAPES;260790106A;3;0,4;
1956;JABOATÃO DOS GUARARAPES;260790106A;4;0;
1957;JABOATÃO DOS GUARARAPES;260790106A;5;0;
1958;JABOATÃO DOS GUARARAPES;260790106A;6;0;
1959;JABOATÃO DOS GUARARAPES;260790106A;7;6,33;
1960;JABOATÃO DOS GUARARAPES;260790106A;8;0;
1961;JABOATÃO DOS GUARARAPES;260790106A;9;0;
1962;JABOATÃO DOS GUARARAPES;260790106A;10;0;
1963;JABOATÃO DOS GUARARAPES;260790106A;11;0;
1964;JABOATÃO DOS GUARARAPES;260790106A;12;0;
1965;JABOATÃO DOS GUARARAPES;260790106A;13;2,97;
1966;JABOATÃO DOS GUARARAPES;260790106A;14;2,2;
1967;JABOATÃO DOS GUARARAPES;260790106A;15;0,2;
1968;JABOATÃO DOS GUARARAPES;260790106A;16;2,01;
1969;JABOATÃO DOS GUARARAPES;260790106A;17;3,58;
1970;JABOATÃO DOS GUARARAPES;260790106A;18;21,49;
1971;JABOATÃO DOS GUARARAPES;260790106A;19;21,73;
1972;JABOATÃO DOS GUARARAPES;260790106A;20;0;
1973;JABOATÃO DOS GUARARAPES;260790106A;21;1,19;
1974;JABOATÃO DOS GUARARAPES;260790106A;22;1,19;
1975;JABOATÃO DOS GUARARAPES;260790106A;23;1,59;
1976;JABOATÃO DOS GUARARAPES;260790106A;24;0,4;
1977;JABOATÃO DOS GUARARAPES;260790106A;25;0;
1978;JABOATÃO DOS GUARARAPES;260790106A;26;26,6;
1979;JABOATÃO DOS GUARARAPES;260790106A;27;1,97;
1980;JABOATÃO DOS GUARARAPES;260790106A;28;4,57;
1981;JABOATÃO DOS GUARARAPES;260790106A;29;0,59;
1982;JABOATÃO DOS GUARARAPES;260790106A;30;0,2;
1983;JABOATÃO DOS GUARARAPES;260790106A;31;0;
1984;JABOATÃO DOS GUARARAPES;260790107A;1;8,94;
1985;JABOATÃO DOS GUARARAPES;260790107A;2;11,52;
1986;JABOATÃO DOS GUARARAPES;260790107A;3;0,82;
1987;JABOATÃO DOS GUARARAPES;260790107A;4;0;
1988;JABOATÃO DOS GUARARAPES;260790107A;5;0;
1989;JABOATÃO DOS GUARARAPES;260790107A;6;0;
1990;JABOATÃO DOS GUARARAPES;260790107A;7;13,21;
1991;JABOATÃO DOS GUARARAPES;260790107A;8;0,2;
1992;JABOATÃO DOS GUARARAPES;260790107A;9;0;
1993;JABOATÃO DOS GUARARAPES;260790107A;10;0;
1994;JABOATÃO DOS GUARARAPES;260790107A;11;0;
1995;JABOATÃO DOS GUARARAPES;260790107A;12;0;
1996;JABOATÃO DOS GUARARAPES;260790107A;13;4,15;
1997;JABOATÃO DOS GUARARAPES;260790107A;14;0,82;
1998;JABOATÃO DOS GUARARAPES;260790107A;15;0;
1999;JABOATÃO DOS GUARARAPES;260790107A;16;0;
2000;JABOATÃO DOS GUARARAPES;260790107A;17;1,57;
2001;JABOATÃO DOS GUARARAPES;260790107A;18;10,3;
2002;JABOATÃO DOS GUARARAPES;260790107A;19;26,89;
2003;JABOATÃO DOS GUARARAPES;260790107A;20;0,2;
2004;JABOATÃO DOS GUARARAPES;260790107A;21;0;
2005;JABOATÃO DOS GUARARAPES;260790107A;22;3,54;
2006;JABOATÃO DOS GUARARAPES;260790107A;23;8,89;
2007;JABOATÃO DOS GUARARAPES;260790107A;24;0,6;
2008;JABOATÃO DOS GUARARAPES;260790107A;25;2,76;
2009;JABOATÃO DOS GUARARAPES;260790107A;26;47,44;
2010;JABOATÃO DOS GUARARAPES;260790107A;27;4,34;
2011;JABOATÃO DOS GUARARAPES;260790107A;28;4;
2012;JABOATÃO DOS GUARARAPES;260790107A;29;0,2;
2013;JABOATÃO DOS GUARARAPES;260790107A;30;0;
2014;JABOATÃO DOS GUARARAPES;260790107A;31;0;
2015;JABOATÃO DOS GUARARAPES;260790108A;1;12,5;
2016;JABOATÃO DOS GUARARAPES;260790108A;2;18,86;
2017;JABOATÃO DOS GUARARAPES;260790108A;3;1,01;
2018;JABOATÃO DOS GUARARAPES;260790108A;4;0;
2019;JABOATÃO DOS GUARARAPES;260790108A;5;0;
2020;JABOATÃO DOS GUARARAPES;260790108A;6;3,57;
2021;JABOATÃO DOS GUARARAPES;260790108A;7;16,01;
2022;JABOATÃO DOS GUARARAPES;260790108A;8;1,78;
2023;JABOATÃO DOS GUARARAPES;260790108A;9;0,2;
2024;JABOATÃO DOS GUARARAPES;260790108A;10;0;
2025;JABOATÃO DOS GUARARAPES;260790108A;11;0,2;
2026;JABOATÃO DOS GUARARAPES;260790108A;12;0;
2027;JABOATÃO DOS GUARARAPES;260790108A;13;2,01;
2028;JABOATÃO DOS GUARARAPES;260790108A;14;2,19;
2029;JABOATÃO DOS GUARARAPES;260790108A;15;0;
2030;JABOATÃO DOS GUARARAPES;260790108A;16;0;
2031;JABOATÃO DOS GUARARAPES;260790108A;17;0,59;
2032;JABOATÃO DOS GUARARAPES;260790108A;18;11,73;
2033;JABOATÃO DOS GUARARAPES;260790108A;19;22,89;
2034;JABOATÃO DOS GUARARAPES;260790108A;20;0,59;
2035;JABOATÃO DOS GUARARAPES;260790108A;21;0,99;
2036;JABOATÃO DOS GUARARAPES;260790108A;22;4,95;
2037;JABOATÃO DOS GUARARAPES;260790108A;23;9,11;
2038;JABOATÃO DOS GUARARAPES;260790108A;24;0,2;
2039;JABOATÃO DOS GUARARAPES;260790108A;25;2,76;
2040;JABOATÃO DOS GUARARAPES;260790108A;26;30,87;
2041;JABOATÃO DOS GUARARAPES;260790108A;27;8,11;
2042;JABOATÃO DOS GUARARAPES;260790108A;28;4,19;
2043;JABOATÃO DOS GUARARAPES;260790108A;29;0;
2044;JABOATÃO DOS GUARARAPES;260790108A;30;0;
2045;JABOATÃO DOS GUARARAPES;260790108A;31;1,57;
2046;JABOATÃO DOS GUARARAPES;260790109A;1;9,73;
2047;JABOATÃO DOS GUARARAPES;260790109A;2;9,15;
2048;JABOATÃO DOS GUARARAPES;260790109A;3;0,4;
2049;JABOATÃO DOS GUARARAPES;260790109A;4;0;
2050;JABOATÃO DOS GUARARAPES;260790109A;5;0;
2051;JABOATÃO DOS GUARARAPES;260790109A;6;1,58;
2052;JABOATÃO DOS GUARARAPES;260790109A;7;7,1;
2053;JABOATÃO DOS GUARARAPES;260790109A;8;0,59;
2054;JABOATÃO DOS GUARARAPES;260790109A;9;0,6;
2055;JABOATÃO DOS GUARARAPES;260790109A;10;0;
2056;JABOATÃO DOS GUARARAPES;260790109A;11;2,59;
2057;JABOATÃO DOS GUARARAPES;260790109A;12;0;
2058;JABOATÃO DOS GUARARAPES;260790109A;13;5,6;
2059;JABOATÃO DOS GUARARAPES;260790109A;14;11,5;
2060;JABOATÃO DOS GUARARAPES;260790109A;15;0;
2061;JABOATÃO DOS GUARARAPES;260790109A;16;1,78;
2062;JABOATÃO DOS GUARARAPES;260790109A;17;0,79;
2063;JABOATÃO DOS GUARARAPES;260790109A;18;10,88;
2064;JABOATÃO DOS GUARARAPES;260790109A;19;18,95;
2065;JABOATÃO DOS GUARARAPES;260790109A;20;0;
2066;JABOATÃO DOS GUARARAPES;260790109A;21;0;
2067;JABOATÃO DOS GUARARAPES;260790109A;22;5,74;
2068;JABOATÃO DOS GUARARAPES;260790109A;23;5,31;
2069;JABOATÃO DOS GUARARAPES;260790109A;24;0,59;
2070;JABOATÃO DOS GUARARAPES;260790109A;25;0,2;
2071;JABOATÃO DOS GUARARAPES;260790109A;26;60,62;
2072;JABOATÃO DOS GUARARAPES;260790109A;27;1,01;
2073;JABOATÃO DOS GUARARAPES;260790109A;28;1,02;
2074;JABOATÃO DOS GUARARAPES;260790109A;29;4,93;
2075;JABOATÃO DOS GUARARAPES;260790109A;30;0;
2076;JABOATÃO DOS GUARARAPES;260790109A;31;0;
2077;JABOATÃO DOS GUARARAPES;260790110A;1;12,8;
2078;JABOATÃO DOS GUARARAPES;260790110A;2;7,4;
2079;JABOATÃO DOS GUARARAPES;260790110A;3;0;
2080;JABOATÃO DOS GUARARAPES;260790110A;4;0;
2081;JABOATÃO DOS GUARARAPES;260790110A;5;0;
2082;JABOATÃO DOS GUARARAPES;260790110A;6;1,4;
2083;JABOATÃO DOS GUARARAPES;260790110A;7;4;
2084;JABOATÃO DOS GUARARAPES;260790110A;8;1,6;
2085;JABOATÃO DOS GUARARAPES;260790110A;9;0,6;
2086;JABOATÃO DOS GUARARAPES;260790110A;10;0;
2087;JABOATÃO DOS GUARARAPES;260790110A;11;0;
2088;JABOATÃO DOS GUARARAPES;260790110A;12;0;
2089;JABOATÃO DOS GUARARAPES;260790110A;13;4,6;
2090;JABOATÃO DOS GUARARAPES;260790110A;14;6,4;
2091;JABOATÃO DOS GUARARAPES;260790110A;15;0;
2092;JABOATÃO DOS GUARARAPES;260790110A;16;0,2;
2093;JABOATÃO DOS GUARARAPES;260790110A;17;3;
2094;JABOATÃO DOS GUARARAPES;260790110A;18;12,8;
2095;JABOATÃO DOS GUARARAPES;260790110A;19;24,4;
2096;JABOATÃO DOS GUARARAPES;260790110A;20;0;
2097;JABOATÃO DOS GUARARAPES;260790110A;21;5,2;
2098;JABOATÃO DOS GUARARAPES;260790110A;22;2,8;
2099;JABOATÃO DOS GUARARAPES;260790110A;23;2,4;
2100;JABOATÃO DOS GUARARAPES;260790110A;24;0;
2101;JABOATÃO DOS GUARARAPES;260790110A;25;2,2;
2102;JABOATÃO DOS GUARARAPES;260790110A;26;37;
2103;JABOATÃO DOS GUARARAPES;260790110A;27;3;
2104;JABOATÃO DOS GUARARAPES;260790110A;28;6,8;
2105;JABOATÃO DOS GUARARAPES;260790110A;29;0;
2106;JABOATÃO DOS GUARARAPES;260790110A;30;0;
2107;JABOATÃO DOS GUARARAPES;260790110A;31;0;
2108;JAQUEIRA;260795001A;1;5,16;
2109;JAQUEIRA;260795001A;2;1;
2110;JAQUEIRA;260795001A;3;0;
2111;JAQUEIRA;260795001A;4;0;
2112;JAQUEIRA;260795001A;5;0;
2113;JAQUEIRA;260795001A;6;0;
2114;JAQUEIRA;260795001A;7;0,4;
2115;JAQUEIRA;260795001A;8;0,2;
2116;JAQUEIRA;260795001A;9;0;
2117;JAQUEIRA;260795001A;10;0;
2118;JAQUEIRA;260795001A;11;0;
2119;JAQUEIRA;260795001A;12;0,2;
2120;JAQUEIRA;260795001A;13;1,19;
2121;JAQUEIRA;260795001A;14;0,2;
2122;JAQUEIRA;260795001A;15;0;
2123;JAQUEIRA;260795001A;16;0,4;
2124;JAQUEIRA;260795001A;17;0,4;
2125;JAQUEIRA;260795001A;18;13,88;
2126;JAQUEIRA;260795001A;19;23,79;
2127;JAQUEIRA;260795001A;20;4,61;
2128;JAQUEIRA;260795001A;21;0,2;
2129;JAQUEIRA;260795001A;22;2,36;
2130;JAQUEIRA;260795001A;23;7,5;
2131;JAQUEIRA;260795001A;24;1,4;
2132;JAQUEIRA;260795001A;25;0,82;
2133;JAQUEIRA;260795001A;26;1,59;
2134;JAQUEIRA;260795001A;27;1,78;
2135;JAQUEIRA;260795001A;28;5,07;
2136;JAQUEIRA;260795001A;29;2,18;
2137;JAQUEIRA;260795001A;30;0,82;
2138;JAQUEIRA;260795001A;31;0;
2139;JAQUEIRA;260795004H;1;5;
2140;JAQUEIRA;260795004H;2;0,6;
2141;JAQUEIRA;260795004H;3;0;
2142;JAQUEIRA;260795004H;4;0;
2143;JAQUEIRA;260795004H;5;0;
2144;JAQUEIRA;260795004H;6;0;
2145;JAQUEIRA;260795004H;7;1,6;
2146;JAQUEIRA;260795004H;8;0,2;
2147;JAQUEIRA;260795004H;9;0;
2148;JAQUEIRA;260795004H;10;0;
2149;JAQUEIRA;260795004H;11;0;
2150;JAQUEIRA;260795004H;12;0,6;
2151;JAQUEIRA;260795004H;13;3;
2152;JAQUEIRA;260795004H;14;0;
2153;JAQUEIRA;260795004H;15;0;
2154;JAQUEIRA;260795004H;16;0,6;
2155;JAQUEIRA;260795004H;17;0,2;
2156;JAQUEIRA;260795004H;18;15,4;
2157;JAQUEIRA;260795004H;19;30,4;
2158;JAQUEIRA;260795004H;20;5,4;
2159;JAQUEIRA;260795004H;21;0;
2160;JAQUEIRA;260795004H;22;2;
2161;JAQUEIRA;260795004H;23;10,2;
2162;JAQUEIRA;260795004H;24;2,2;
2163;JAQUEIRA;260795004H;25;0,6;
2164;JAQUEIRA;260795004H;26;1,4;
2165;JAQUEIRA;260795004H;27;1,2;
2166;JAQUEIRA;260795004H;28;5,2;
2167;JAQUEIRA;260795004H;29;1;
2168;JAQUEIRA;260795004H;30;0,8;
2169;JAQUEIRA;260795004H;31;0;
2170;JATAÚBA;260800801C;7;0;
2171;JATAÚBA;260800801C;8;0;
2172;JATAÚBA;260800801C;9;0;
2173;JATAÚBA;260800801C;10;0;
2174;JATAÚBA;260800801C;11;0;
2175;JATAÚBA;260800801C;12;0;
2176;JATAÚBA;260800801C;13;0;
2177;JATAÚBA;260800801C;14;0;
2178;JATAÚBA;260800801C;15;0;
2179;JATAÚBA;260800801C;16;0;
2180;JATAÚBA;260800801C;17;0;
2181;JATAÚBA;260800801C;18;0;
2182;JATAÚBA;260800801C;19;10;
2183;JATAÚBA;260800801C;20;0;
2184;JATAÚBA;260800801C;21;0;
2185;JATAÚBA;260800801C;22;0;
2186;JATAÚBA;260800801C;23;0;
2187;JATAÚBA;260800801C;24;0;
2188;JATAÚBA;260800801C;25;0;
2189;JATAÚBA;260800801C;26;0;
2190;JATAÚBA;260800801C;27;0;
2191;JATAÚBA;260800801C;28;0,2;
2192;JATAÚBA;260800801C;29;0;
2193;JATAÚBA;260800801C;30;0;
2194;JATAÚBA;260800801C;31;0;
2195;JATOBÁ;260805701C;7;0;
2196;JATOBÁ;260805701C;8;0,4;
2197;JATOBÁ;260805701C;10;0;
2198;JATOBÁ;260805701C;11;0;
2199;JATOBÁ;260805701C;12;0;
2200;JATOBÁ;260805701C;13;0;
2201;JATOBÁ;260805701C;14;0;
2202;JATOBÁ;260805701C;15;0;
2203;JATOBÁ;260805701C;16;0;
2204;JATOBÁ;260805701C;17;0;
2205;JATOBÁ;260805701C;18;0;
2206;JATOBÁ;260805701C;19;2;
2207;JATOBÁ;260805701C;20;0,4;
2208;JATOBÁ;260805701C;21;0;
2209;JATOBÁ;260805701C;22;1,4;
2210;JATOBÁ;260805701C;23;5,6;
2211;JATOBÁ;260805701C;24;4;
2212;JATOBÁ;260805701C;25;5,6;
2213;JATOBÁ;260805701C;26;0;
2214;JATOBÁ;260805701C;27;0;
2215;JATOBÁ;260805701C;28;1,6;
2216;JATOBÁ;260805701C;29;4,2;
2217;JATOBÁ;260805701C;30;2;
2218;JATOBÁ;260805701C;31;0;
2219;JUREMA;260840401A;1;7,6;
2220;JUREMA;260840401A;2;2;
2221;JUREMA;260840401A;3;0;
2222;JUREMA;260840401A;4;0;
2223;JUREMA;260840401A;5;0;
2224;JUREMA;260840401A;6;0;
2225;JUREMA;260840401A;7;2,2;
2226;JUREMA;260840401A;8;1,8;
2227;JUREMA;260840401A;9;0;
2228;JUREMA;260840401A;10;0;
2229;JUREMA;260840401A;11;0;
2230;JUREMA;260840401A;12;0;
2231;JUREMA;260840401A;13;3,2;
2232;JUREMA;260840401A;14;0,8;
2233;JUREMA;260840401A;15;0;
2234;JUREMA;260840401A;16;0;
2235;JUREMA;260840401A;17;0;
2236;JUREMA;260840401A;18;6,4;
2237;JUREMA;260840401A;19;9;
2238;JUREMA;260840401A;20;3,4;
2239;JUREMA;260840401A;21;0;
2240;JUREMA;260840401A;22;6,2;
2241;JUREMA;260840401A;23;5,8;
2242;JUREMA;260840401A;24;1,4;
2243;JUREMA;260840401A;25;2,8;
2244;JUREMA;260840401A;26;2,8;
2245;JUREMA;260840401A;27;0,6;
2246;JUREMA;260840401A;28;4,2;
2247;JUREMA;260840401A;29;2,2;
2248;JUREMA;260840401A;30;1,4;
2249;JUREMA;260840401A;31;0;
2250;JUREMA;260840401C;1;0,2;
2251;JUREMA;260840401C;2;1,2;
2252;JUREMA;260840401C;3;0,2;
2253;JUREMA;260840401C;5;0,2;
2254;JUREMA;260840401C;6;0,2;
2255;JUREMA;260840401C;7;3,6;
2256;JUREMA;260840401C;8;1;
2257;JUREMA;260840401C;9;0,2;
2258;JUREMA;260840401C;12;0,2;
2259;JUREMA;260840401C;13;2,6;
2260;JUREMA;260840401C;14;0,4;
2261;JUREMA;260840401C;15;0,2;
2262;JUREMA;260840401C;17;0,2;
2263;JUREMA;260840401C;18;9,6;
2264;JUREMA;260840401C;19;8,8;
2265;JUREMA;260840401C;20;3,8;
2266;JUREMA;260840401C;21;0;
2267;JUREMA;260840401C;22;4,6;
2268;JUREMA;260840401C;23;2,8;
2269;JUREMA;260840401C;24;1,2;
2270;JUREMA;260840401C;25;2,8;
2271;JUREMA;260840401C;26;3;
2272;JUREMA;260840401C;27;0,4;
2273;JUREMA;260840401C;28;3,8;
2274;JUREMA;260840401C;29;1;
2275;JUREMA;260840401C;30;1,2;
2276;JUREMA;260840401C;31;0;
2277;LAGOA GRANDE;260875001A;1;0;
2278;LAGOA GRANDE;260875001A;2;0;
2279;LAGOA GRANDE;260875001A;3;0;
2280;LAJEDO;260880001A;1;2,6;
2281;LAJEDO;260880001A;2;0,6;
2282;LAJEDO;260880001A;3;0;
2283;LAJEDO;260880001A;4;0;
2284;LAJEDO;260880001A;5;0;
2285;LAJEDO;260880001A;6;0;
2286;LAJEDO;260880001A;7;0,8;
2287;LAJEDO;260880001A;8;0,4;
2288;LAJEDO;260880001A;9;0;
2289;LAJEDO;260880001A;10;0;
2290;LAJEDO;260880001A;11;0;
2291;LAJEDO;260880001A;12;0;
2292;LAJEDO;260880001A;13;1,2;
2293;LAJEDO;260880001A;14;0;
2294;LAJEDO;260880001A;15;0;
2295;LAJEDO;260880001A;16;0;
2296;LAJEDO;260880001A;17;0;
2297;LAJEDO;260880001A;18;1,2;
2298;LAJEDO;260880001A;19;13;
2299;LAJEDO;260880001A;20;5,4;
2300;LAJEDO;260880001A;21;1;
2301;LAJEDO;260880001A;22;3,6;
2302;LAJEDO;260880001A;23;3,2;
2303;LAJEDO;260880001A;24;0,4;
2304;LAJEDO;260880001A;25;1,6;
2305;LAJEDO;260880001A;26;1;
2306;LAJEDO;260880001A;27;0,2;
2307;LAJEDO;260880001A;28;2,8;
2308;LAJEDO;260880001A;29;0,2;
2309;LAJEDO;260880001A;30;1,6;
2310;LAJEDO;260880001A;31;0;
2311;LAJEDO;260880001C;7;0;
2312;LAJEDO;260880001C;8;0;
2313;LAJEDO;260880001C;9;0;
2314;LAJEDO;260880001C;10;0;
2315;LAJEDO;260880001C;11;0;
2316;LAJEDO;260880001C;12;0;
2317;LAJEDO;260880001C;13;0;
2318;LAJEDO;260880001C;14;0;
2319;LAJEDO;260880001C;15;0;
2320;LAJEDO;260880001C;16;0;
2321;LAJEDO;260880001C;17;0;
2322;LAJEDO;260880001C;18;0;
2323;LAJEDO;260880001C;19;0;
2324;LAJEDO;260880001C;20;0;
2325;LAJEDO;260880001C;21;0;
2326;LAJEDO;260880001C;22;0;
2327;LAJEDO;260880001C;23;0;
2328;MANARI;260915401C;4;0,2;
2329;MANARI;260915401C;6;0,4;
2330;MANARI;260915401C;7;2,4;
2331;MANARI;260915401C;8;0,2;
2332;MANARI;260915401C;9;0;
2333;MANARI;260915401C;10;0;
2334;MANARI;260915401C;11;0;
2335;MANARI;260915401C;12;0;
2336;MANARI;260915401C;13;0;
2337;MANARI;260915401C;14;0;
2338;MANARI;260915401C;18;0;
2339;MANARI;260915401C;19;4,2;
2340;MANARI;260915401C;20;1,6;
2341;MANARI;260915401C;21;0;
2342;MANARI;260915401C;22;0,8;
2343;MANARI;260915401C;23;8,2;
2344;MANARI;260915401C;24;1;
2345;MARAIAL;260920401A;1;4,39;
2346;MARAIAL;260920401A;2;1,19;
2347;MARAIAL;260920401A;3;0;
2348;MARAIAL;260920401A;4;0;
2349;MARAIAL;260920401A;5;0;
2350;MARAIAL;260920401A;6;0;
2351;MARAIAL;260920401A;7;1,38;
2352;MARAIAL;260920401A;8;0,4;
2353;MARAIAL;260920401A;9;0,6;
2354;MARAIAL;260920401A;10;0;
2355;MARAIAL;260920401A;11;0;
2356;MARAIAL;260920401A;12;0;
2357;MARAIAL;260920401A;13;0,8;
2358;MARAIAL;260920401A;14;0;
2359;MARAIAL;260920401A;15;0;
2360;MARAIAL;260920401A;16;0;
2361;MARAIAL;260920401A;17;0,4;
2362;MARAIAL;260920401A;18;9,38;
2363;MARAIAL;260920401A;19;17,98;
2364;MARAIAL;260920401A;20;5,78;
2365;MARAIAL;260920401A;21;0;
2366;MARAIAL;260920401A;22;5,34;
2367;MARAIAL;260920401A;23;6,54;
2368;MARAIAL;260920401A;24;6,5;
2369;MARAIAL;260920401A;25;2,77;
2370;MARAIAL;260920401A;26;1,99;
2371;MARAIAL;260920401A;27;2,96;
2372;MARAIAL;260920401A;28;3,97;
2373;MARAIAL;260920401A;29;2,99;
2374;MARAIAL;260920401A;30;0,8;
2375;MARAIAL;260920401A;31;0;
2376;MARAIAL;260920402A;1;18,77;
2377;MARAIAL;260920402A;2;0,4;
2378;MARAIAL;260920402A;3;0;
2379;MARAIAL;260920402A;4;0;
2380;MARAIAL;260920402A;5;0;
2381;MARAIAL;260920402A;6;0,2;
2382;MARAIAL;260920402A;7;0,4;
2383;MARAIAL;260920402A;8;0,2;
2384;MARAIAL;260920402A;9;0,4;
2385;MARAIAL;260920402A;10;0,6;
2386;MARAIAL;260920402A;11;0;
2387;MARAIAL;260920402A;12;0,98;
2388;MARAIAL;260920402A;13;2,39;
2389;MARAIAL;260920402A;14;0,2;
2390;MARAIAL;260920402A;15;0;
2391;MARAIAL;260920402A;16;1,98;
2392;MARAIAL;260920402A;17;1,59;
2393;MARAIAL;260920402A;18;13,53;
2394;MARAIAL;260920402A;19;28,79;
2395;MARAIAL;260920402A;20;6,75;
2396;MARAIAL;260920402A;21;0,2;
2397;MARAIAL;260920402A;22;4,15;
2398;MARAIAL;260920402A;23;6,9;
2399;MARAIAL;260920402A;24;3,94;
2400;MARAIAL;260920402A;25;5,72;
2401;MARAIAL;260920402A;26;9,68;
2402;MARAIAL;260920402A;27;1,98;
2403;MARAIAL;260920402A;28;10,73;
2404;MARAIAL;260920402A;29;3,76;
2405;MARAIAL;260920402A;30;2,17;
2406;MARAIAL;260920402A;31;0;
2407;MIRANDIBA;260930301C;7;0;
2408;MIRANDIBA;260930301C;8;0;
2409;MIRANDIBA;260930301C;9;0;
2410;MIRANDIBA;260930301C;10;0;
2411;MIRANDIBA;260930301C;11;0;
2412;MIRANDIBA;260930301C;12;0;
2413;MIRANDIBA;260930301C;13;0;
2414;MIRANDIBA;260930301C;14;0;
2415;MIRANDIBA;260930301C;15;0;
